"","authors","title","year_3","donwscaling_approach","allocation_method","downscaling_scale","location_name","control_variable","variable_description","variable_extra_description","response_variable","response_ecosystem","global_limit_considered","time_serie","year_15","boundary_percapita","territorial_boundary","footprint_percapita","territorial_footprint","overshoot","geographical_extent","grain_resolution","environmental_performance","data_reference","social_policy_involved","observations","boundary_studied","variables_considered_for_quantification","publication_year","year","x28"
"1","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"2413 Mt CO2e",NA,NA,NA,"consumption-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used consumption-based accounts (CBA) (Lenzen et al., 2012, Lenzen et al., 2013). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"2","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"1655 Mt CO2e",NA,NA,NA,"production-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used both production-based accounts (PBA) (Statistics Norway, 2023b). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"2291","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","hubei","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"516.55 kt",NA,"1523.12 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2292","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","heilongjiang","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"345.66 kt",NA,"697.90 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2293","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","henan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"848.14 kt",NA,"2384.07 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2294","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","hebei","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"648.75 kt",NA,"1091.31 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2295","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","hainan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"78.37 kt",NA,"183.14 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2296","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","guizhou","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"313.74 kt",NA,"476.10 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2297","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","guangxi","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"415.73 kt",NA,"944.60 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2298","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","guangdong","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"941.57 kt",NA,"1586.99 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2299","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","gansu","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"230.86 kt",NA,"499.32 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2300","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","fujian","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"333.03 kt",NA,"647.61 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2301","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","beijing","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"176.93 kt",NA,"503.64 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2302","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","province","anhui","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"537.20 kt",NA,"848.62 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2303","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","australia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"201.34 kt",NA,"994.41 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2304","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","austria","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"75.59 kt",NA,"185.92 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2305","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","belgium","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"98.00 kt",NA,"245.88 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2306","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","bulgaria","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"68.19 kt",NA,"150.99 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2307","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","brazil","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1758.02 kt",NA,"2849.29 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2308","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","canada","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"308.18 kt",NA,"1785.54 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2309","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","cyprus","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"7.94 kt",NA,"16.69 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2310","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","Czechia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"95.00 kt",NA,"214.49 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2311","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","germany","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"736.19 kt",NA,"2116.05 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2312","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","denmark","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"50.19 kt",NA,"153.51 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2313","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","spain","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"416.78 kt",NA,"999.16 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2314","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","estonia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"12.08 kt",NA,"22.42 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2315","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","finland","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"48.36 kt",NA,"191.48 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2316","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","france","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"585.06 kt",NA,"1880.45 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2317","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","united kingdom","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"561.34 kt",NA,"1578.57 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2318","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","greece","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"102.16 kt",NA,"279.58 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2319","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","hungary","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"90.22 kt",NA,"198.65 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2320","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","indonesia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"2096.83 kt",NA,"2710.11 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2321","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","india","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"10559.49 kt",NA,"15512.04 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2322","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","ireland","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"40.14 kt",NA,"188.26 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2323","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","italy","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"546.26 kt",NA,"939.37 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2324","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","japan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1148.71 kt",NA,"1591.46 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2325","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","south korea","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"440.75 kt",NA,"575.74 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2326","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","lithuania","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"29.93 kt",NA,"87.19 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2327","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","luxembourg","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"4.57 kt",NA,"21.12 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2328","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","latvia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"20.23 kt",NA,"56.71 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2329","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","mexico","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"978.66 kt",NA,"1361.94 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2330","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","malta","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"3.77 kt",NA,"5.38 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2331","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","netherlands","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"149.91 kt",NA,"334.01 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2332","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","poland","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"344.29 kt",NA,"924.42 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2333","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","portugal","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"95.97 kt",NA,"160.78 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2334","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","romania","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"193.44 kt",NA,"334.01 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2335","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","russia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"1278.30 kt",NA,"1634.54 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2336","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","slovakia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"48.97 kt",NA,"99.47 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2337","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","slovenia","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"18.62 kt",NA,"39.42 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2338","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","sweden","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"84.71 kt",NA,"220.33 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2339","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","turkey","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"682.71 kt",NA,"1714.85 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2340","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","equal share per capita","country","united states of america","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"2792.97 kt",NA,"11317.13 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2341","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","chongqing","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"118.03 kt",NA,"574.67 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2342","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","zhejiang","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"412.85 kt",NA,"934.10 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2343","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","yunnan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"107.58 kt",NA,"1097.12 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2344","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","xinjiang","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"80.98 kt",NA,"553.50 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2345","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","tianjin","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"137.37 kt",NA,"441.56 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
"2346","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management",NA,"top down","GDP-based distribution","province","taiwan","Nitrogen loss","amount of nitrogen discharged to water bodies and soil",NA,NA,NA,NA,NA,NA,NA,"435.02 kt",NA,"319.79 kt",NA,NA,NA,"consumption-based",NA,NA,NA,"Nitrogen",NA,"2024","2010",NA
